City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Cape Town,ZA,-33.9258,18.4232,59.11,69,1,7.34,clear sky
1,Chiredzi,ZW,-21.05,31.6667,89.83,27,5,7.4,clear sky
2,Conroe,US,30.3119,-95.456,71.37,92,40,6.06,scattered clouds
3,Carnarvon,AU,-24.8667,113.6333,78.87,61,0,16.11,clear sky
4,Vao,NC,-22.6667,167.4833,72.23,75,12,14.58,few clouds
5,Qaanaaq,GL,77.484,-69.3632,-2.63,59,0,7.43,clear sky
6,Lompoc,US,34.6391,-120.4579,60.48,88,1,4.61,clear sky
7,Bathsheba,BB,13.2167,-59.5167,81.21,74,20,18.41,few clouds
8,Ushuaia,AR,-54.8,-68.3,33.46,86,75,8.05,light snow
9,Tabou,CI,4.423,-7.3528,76.82,87,74,4.14,broken clouds
10,Clyde River,CA,70.4692,-68.5914,16.61,84,91,11.48,overcast clouds
11,Broome,US,42.2506,-75.833,43.36,87,90,0,mist
12,Zhuhai,CN,22.2769,113.5678,76.71,68,20,17.27,few clouds
13,Yatou,CN,37.15,122.3833,61.84,42,11,4.99,few clouds
14,Atuona,PF,-9.8,-139.0333,78.15,77,19,19.64,few clouds
15,Jamestown,US,42.097,-79.2353,44.29,96,90,3,overcast clouds
16,Upernavik,GL,72.7868,-56.1549,20.82,90,100,16.84,light snow
17,Puerto Madero,MX,14.7208,-92.4215,77.2,100,20,0,few clouds
18,East London,ZA,-33.0153,27.9116,60.22,61,43,13.02,scattered clouds
19,Kieta,PG,-6.2167,155.6333,83.43,75,20,5.28,light rain
20,Kibala,TD,9.1104,18.3463,73.33,85,93,2.62,overcast clouds
21,Kamenka,RU,51.3223,42.7678,38.44,78,7,8.79,clear sky
22,Kodiak,US,57.79,-152.4072,42.51,92,99,21.85,moderate rain
23,Nanortalik,GL,60.1432,-45.2371,35.04,66,23,22.21,few clouds
24,Honningsvag,NO,70.9821,25.9704,39.29,54,97,16.46,light rain
25,Umm Lajj,SA,25.0213,37.2685,77.94,59,0,8.21,clear sky
26,Kapaa,US,22.0752,-159.319,80.58,83,90,3,overcast clouds
27,Bethel,US,41.3712,-73.414,50.81,88,1,0,clear sky
28,Bengkulu,ID,-3.8004,102.2655,78.6,83,99,1.92,overcast clouds
29,Mataura,NZ,-46.1927,168.8643,56.03,87,99,3.89,overcast clouds
30,Castro,BR,-24.7911,-50.0119,59.13,96,100,10.56,moderate rain
31,Bandarbeyla,SO,9.4942,50.8122,80.19,66,63,5.75,broken clouds
32,Ramshir,IR,30.8946,49.4092,81.43,15,0,2.98,clear sky
33,Ilulissat,GL,69.2167,-51.1,23.02,74,40,14.97,scattered clouds
34,Itarema,BR,-2.9248,-39.9167,78.89,81,79,11.05,broken clouds
35,Hithadhoo,MV,-0.6,73.0833,83.12,73,88,13.76,overcast clouds
36,Vaini,TO,-21.2,-175.2,75.36,78,20,8.05,few clouds
37,Pudem,RU,58.3044,52.1675,37.99,89,96,5.75,moderate rain
38,Iqaluit,CA,63.7506,-68.5145,29.93,86,90,15.01,overcast clouds
39,San Patricio,US,28.017,-97.5169,80.46,75,3,7.78,clear sky
40,Tuktoyaktuk,CA,69.4541,-133.0374,23.31,95,56,3.65,broken clouds
41,Bredasdorp,ZA,-34.5322,20.0403,51.28,60,80,1.43,broken clouds
42,Binga,ZW,-17.6203,27.3414,83.46,38,83,3.06,broken clouds
43,Bluff,NZ,-46.6,168.3333,51.55,95,100,8.7,overcast clouds
44,Isla Mujeres,MX,21.2311,-86.731,78.85,81,74,10.87,broken clouds
45,Paamiut,GL,61.994,-49.6678,30.72,38,94,4.7,overcast clouds
46,Port Alfred,ZA,-33.5906,26.891,59.18,64,50,13.47,light rain
47,Punta Arenas,CL,-53.15,-70.9167,37.51,87,20,23.02,light rain
48,Kroya,ID,-7.6331,109.2461,86.9,64,54,8.39,broken clouds
49,Helong,CN,42.5397,128.9972,57.16,27,0,3.29,clear sky
50,Saint-Philippe,RE,-21.3585,55.7679,80.15,79,41,13.2,scattered clouds
51,Lagos,NG,6.5833,3.75,72.93,99,98,3.24,light rain
52,Pangkalanbuun,ID,-2.6833,111.6167,94.75,45,35,2.91,light rain
53,Rikitea,PF,-23.1203,-134.9692,75.02,78,100,18.19,overcast clouds
54,Barinas,VE,8.6226,-70.2075,74.8,83,52,4.99,broken clouds
55,Veraval,IN,20.9,70.3667,83.23,57,20,8.05,few clouds
56,Hilo,US,19.7297,-155.09,73.8,83,1,0,clear sky
57,Mar Del Plata,AR,-38.0023,-57.5575,46.87,81,1,1.99,clear sky
58,Albany,US,42.6001,-73.9662,46.8,82,54,1.99,broken clouds
59,Alice Springs,AU,-23.7,133.8833,80.15,24,29,17.27,scattered clouds
60,Kuruman,ZA,-27.4524,23.4325,48.99,50,0,20.76,clear sky
61,Malartic,CA,48.1335,-78.1328,30.74,91,82,4.52,broken clouds
62,Dikson,RU,73.5069,80.5464,8.11,86,100,16.75,overcast clouds
63,Gualeguaychu,AR,-33.0094,-58.5172,55.04,67,0,9.53,clear sky
64,Isangel,VU,-19.55,169.2667,80.71,78,75,9.22,broken clouds
65,Berdigestyakh,RU,62.0989,126.6992,35.15,76,99,13.02,overcast clouds
66,Kurakh,RU,41.5849,47.7831,50.86,53,0,0.87,clear sky
67,Saint George,US,37.1041,-113.5841,63.36,42,1,1.01,clear sky
68,Hermanus,ZA,-34.4187,19.2345,58.89,72,17,6.29,few clouds
69,Avarua,CK,-21.2078,-159.775,71.65,64,75,4.61,haze
70,Real,PH,14.6625,121.6047,81.91,94,100,10.94,moderate rain
71,Neiafu,TO,-18.65,-173.9833,75.88,73,75,8.05,broken clouds
72,Mahebourg,MU,-20.4081,57.7,79.25,73,40,8.05,scattered clouds
73,Saldanha,ZA,-33.0117,17.9442,57.13,71,0,9.42,clear sky
74,Butaritari,KI,3.0707,172.7902,81.25,70,36,4.18,scattered clouds
75,Merrill,US,45.1805,-89.6835,31.95,93,1,0,clear sky
76,Haverfordwest,GB,51.8017,-4.9691,57.16,87,100,7,overcast clouds
77,Kapit,MY,2.0167,112.9333,92.08,51,93,1.81,overcast clouds
78,Barrow,US,71.2906,-156.7887,30.22,80,90,16.11,overcast clouds
79,Byron Bay,AU,-28.65,153.6167,86.11,70,66,12.73,broken clouds
80,Muzhi,RU,65.3667,64.6667,28.71,76,10,16.67,clear sky
81,Puerto Ayora,EC,-0.7393,-90.3518,68.63,89,70,7.54,broken clouds
82,Havre-Saint-Pierre,CA,50.2334,-63.5986,44.96,100,90,5.75,overcast clouds
83,Pafos,CY,34.7667,32.4167,64.31,67,20,9.22,few clouds
84,Narsaq,GL,60.9167,-46.05,32.22,52,31,3.38,scattered clouds
85,Noumea,NC,-22.2763,166.4572,78.78,69,12,15.14,few clouds
86,Santa Cruz,BO,-17.8,-63.1667,74.28,68,100,14.52,very heavy rain
87,Yellowknife,CA,62.456,-114.3525,41.41,90,90,14.97,light rain
88,Busselton,AU,-33.65,115.3333,75.04,60,100,8.52,overcast clouds
89,Doiwala,IN,30.1833,78.1167,76.03,52,84,2.53,broken clouds
90,Tiksi,RU,71.6872,128.8694,4.3,93,100,10.74,overcast clouds
91,Erdenet,MN,49.0333,104.0833,44.53,34,42,4.97,scattered clouds
92,Eyl,SO,7.9803,49.8164,80.82,65,19,7.56,few clouds
93,Lebu,CL,-37.6167,-73.65,48.29,93,14,4.99,few clouds
94,Pontes E Lacerda,BR,-15.2261,-59.3353,79.65,63,29,4.27,scattered clouds
95,Vestmanna,FO,62.1564,-7.1664,45.52,100,90,11.5,overcast clouds
96,Suntar,RU,62.1444,117.6319,36.61,69,30,11.1,scattered clouds
97,Kahului,US,20.8947,-156.47,76.84,70,1,14.97,clear sky
98,Damietta,EG,31.4165,31.8133,69.33,61,0,3.78,clear sky
99,Cherskiy,RU,68.75,161.3,-9.9,100,80,4.97,broken clouds
100,El Silencio,VE,10.5,-66.9167,68.85,83,75,2.3,broken clouds
101,Iquitos,PE,-3.7481,-73.2472,73.65,96,43,1.92,scattered clouds
102,Esperance,AU,-33.8667,121.9,76.8,39,15,7.81,few clouds
103,Mount Gambier,AU,-37.8333,140.7667,55.04,55,88,10.29,overcast clouds
104,Baykit,RU,61.67,96.37,36.73,97,100,8.97,light rain
105,Olafsvik,IS,64.8945,-23.7142,45.1,83,100,11.88,overcast clouds
106,Belozerskoye,RU,55.8214,65.5842,46.54,83,90,8.86,overcast clouds
107,Constantine,DZ,36.365,6.6147,57.97,90,99,4.09,overcast clouds
108,Coquimbo,CL,-29.9533,-71.3436,53.33,87,0,5.75,clear sky
109,Jiaojiang,CN,28.6803,121.4428,60.31,85,100,6.73,overcast clouds
110,Avera,US,33.194,-82.5271,60.67,66,2,2.98,clear sky
111,Mangalam,IN,9.7667,78.6667,90.73,59,22,4.09,few clouds
112,Teacapan,MX,22.55,-105.75,78.87,84,2,3.71,clear sky
113,Malanje,AO,-9.5402,16.341,66.04,94,100,1.3,overcast clouds
114,New Norfolk,AU,-42.7826,147.0587,54.66,51,100,5.01,overcast clouds
115,Coihaique,CL,-45.5752,-72.0662,42.75,70,90,4.61,light rain
116,Kashan,IR,33.9831,51.4364,62.13,23,4,4.81,clear sky
117,Banda Aceh,ID,5.5577,95.3222,83.35,70,100,5.35,overcast clouds
118,Severo-Kurilsk,RU,50.6789,156.125,40.71,74,80,11.18,broken clouds
119,Aurad,IN,18.25,77.4333,79.54,54,64,3.09,broken clouds
120,Arica,CL,-18.475,-70.3042,55.63,71,0,0,clear sky
121,Port-Gentil,GA,-0.7193,8.7815,77.7,83,100,4.97,overcast clouds
122,Thompson,CA,55.7435,-97.8558,35.85,73,100,4.25,overcast clouds
123,Longyearbyen,SJ,78.2186,15.6401,17.44,73,0,4.61,clear sky
124,Lorengau,PG,-2.0226,147.2712,84.49,72,99,9.13,overcast clouds
125,Asau,RO,46.4333,26.4,39.76,80,80,2.35,light rain
126,Pouebo,NC,-20.4,164.5667,76.6,69,40,5.82,scattered clouds
127,Kruisfontein,ZA,-34.0033,24.7314,55.4,68,7,9.69,clear sky
128,Padang,ID,-0.9492,100.3543,84.25,80,83,6.67,broken clouds
129,Cayeli,TR,41.0923,40.7292,60.67,51,6,3.51,clear sky
130,Pevek,RU,69.7008,170.3133,8.55,92,100,4.21,overcast clouds
131,Vardo,NO,70.3705,31.1107,37.38,64,56,24.94,broken clouds
132,Waipawa,NZ,-41.4122,175.5153,59.63,73,98,4.16,overcast clouds
133,Tasiilaq,GL,65.6145,-37.6368,32.16,97,100,6.02,snow
134,Sines,PT,37.9562,-8.8698,55.29,80,2,1.01,clear sky
135,Lasa,IT,46.6166,10.7002,36.63,42,1,1.3,clear sky
136,Vestmannaeyjar,IS,63.4427,-20.2734,47.35,81,100,14.94,overcast clouds
137,Tandur,IN,17.2333,77.5833,81.36,56,76,4.25,broken clouds
138,Nargana,PA,9.4428,-78.5906,79.07,85,30,7.56,scattered clouds
139,Husavik,IS,66.0449,-17.3389,39.22,96,100,4.14,overcast clouds
140,Sabang,ID,5.8933,95.3214,81.84,73,91,4.68,overcast clouds
141,Moyale,KE,3.5167,39.0584,74.01,60,10,6.62,clear sky
142,Gweta,BW,-20.1833,25.2333,78.44,14,70,9.26,broken clouds
143,Georgetown,MY,5.4112,100.3354,82.33,85,20,5.75,few clouds
144,Hasaki,JP,35.7333,140.8333,64.8,44,15,4.47,few clouds
145,Turukhansk,RU,65.8167,87.9833,32.45,99,100,13.06,snow
146,Labuhan,ID,-6.8844,112.2051,89.89,57,62,9.08,broken clouds
147,Srednekolymsk,RU,67.45,153.6833,-6.18,94,31,2.75,scattered clouds
148,Tukrah,LY,32.5341,20.5791,73.69,44,60,16.98,broken clouds
149,Polunochnoye,RU,60.8697,60.4153,35.47,85,99,1.3,overcast clouds
150,Nikolskoye,RU,59.7035,30.7861,33.87,90,70,7.72,broken clouds
151,Coromandel,BR,-18.4733,-47.2003,69.21,64,38,3.71,scattered clouds
152,Yar-Sale,RU,66.8333,70.8333,28.15,79,91,14.65,overcast clouds
153,Camacha,PT,33.0833,-16.3333,67.42,56,75,10.36,broken clouds
154,Mikhaylovka,RU,50.06,43.2379,42.87,67,26,7.83,scattered clouds
155,Seryshevo,RU,51.0933,128.3786,50.63,50,11,4.85,few clouds
156,Edd,ER,13.9297,41.6925,87.24,52,2,11.77,clear sky
157,Nome,US,64.5011,-165.4064,28.47,80,1,0,clear sky
158,Airai,TL,-8.9266,125.4092,80.17,41,44,2.59,scattered clouds
159,Xiaoweizhai,CN,26.1903,107.5125,64.08,57,31,4.99,scattered clouds
160,Zaysan,KZ,47.4667,84.8667,43.7,28,47,4.32,scattered clouds
161,Candido De Abreu,BR,-24.5669,-51.3333,63.23,100,100,3.71,moderate rain
162,Carutapera,BR,-1.195,-46.02,77.59,88,87,5.23,overcast clouds
163,Kaitangata,NZ,-46.2817,169.8464,53.1,85,87,5.03,heavy intensity rain
164,Sao Gabriel,BR,-30.3364,-54.32,56.39,96,66,7.38,broken clouds
165,Krasnoselkup,RU,65.7,82.4667,32.86,98,100,15.57,overcast clouds
166,Lincoln,US,40.8,-96.667,55.78,68,90,4,overcast clouds
167,Floriano,BR,-6.7669,-43.0225,77.36,81,14,1.21,few clouds
168,Yukamenskoye,RU,57.8865,52.2416,37.58,91,94,7.25,light rain
169,Ancud,CL,-41.8697,-73.8203,49.42,81,89,12.73,overcast clouds
170,Hobart,AU,-42.8794,147.3294,55.02,56,75,7,broken clouds
171,San Cristobal,VE,7.7669,-72.225,68.18,98,99,1.9,overcast clouds
172,Vanimo,PG,-2.6741,141.3028,84.76,69,68,9.51,broken clouds
173,Saint-Felicien,CA,48.6501,-72.4491,34.34,74,98,5.79,overcast clouds
174,Andenes,NO,69.3143,16.1194,30.18,93,75,9.22,broken clouds
175,Grindavik,IS,63.8424,-22.4338,45.07,93,75,12.66,broken clouds
176,Acajutla,SV,13.5928,-89.8275,78.78,84,100,4.23,overcast clouds
177,Saskylakh,RU,71.9167,114.0833,6.3,93,100,13,overcast clouds
178,Grand-Santi,GF,4.25,-54.3833,73.09,99,100,2.39,overcast clouds
179,Poum,NC,-20.2333,164.0167,74.84,75,27,5.19,scattered clouds
180,Asosa,ET,10.0667,34.5333,64.42,70,24,5.06,few clouds
181,Sibolga,ID,1.7427,98.7792,81.97,75,98,2.42,overcast clouds
182,Bilibino,RU,68.0546,166.4372,-12.59,100,87,3.13,overcast clouds
183,Griffith,US,41.5284,-87.4237,47.01,90,1,0,clear sky
184,Meulaboh,ID,4.1363,96.1285,84.33,69,79,4.21,broken clouds
185,Yulara,AU,-25.2406,130.9889,87.82,20,41,15.01,scattered clouds
186,Prachuap Khiri Khan,TH,12.2167,99.75,77.2,88,99,7.65,overcast clouds
187,Beloha,MG,-25.1667,45.05,77.76,54,0,3.04,clear sky
188,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,79,90,11.01,overcast clouds
189,Sergeyevka,KZ,53.88,67.4158,48.92,78,98,12.35,overcast clouds
190,Ribeira Grande,PT,38.5167,-28.7,67.33,58,64,10.18,broken clouds
191,Emilio Carranza,MX,19.9711,-96.6114,76.77,83,94,2.59,overcast clouds
192,Saint Anthony,US,45.0205,-93.218,43.14,78,1,0,clear sky
193,Diffa,NE,13.3154,12.6113,80.22,24,35,9.6,scattered clouds
194,Barbosa Ferraz,BR,-24.03,-52.0117,64.89,98,100,7.09,light rain
195,Talnakh,RU,69.4865,88.3972,22.91,90,100,4.97,overcast clouds
196,Paracatu,BR,-17.2222,-46.8747,72.3,68,44,4.12,scattered clouds
197,Clinton,US,42.587,-82.9199,42.82,94,1,3.44,clear sky
198,Marabba,SD,12.35,32.1833,85.03,37,4,8.61,clear sky
199,Sarramea,NC,-21.6421,165.8452,77.92,68,29,6.44,scattered clouds
200,Mabaruma,GY,8.2,-59.7833,73.96,98,100,4.63,moderate rain
201,Kasempa,ZM,-13.4584,25.8338,76.5,43,94,3.13,overcast clouds
202,Kurumkan,RU,54.3,110.3,41.58,61,95,1.19,overcast clouds
203,Tilichiki,RU,60.4667,166.1,11.37,90,88,8.32,overcast clouds
204,Provideniya,RU,64.3833,-173.3,23.2,79,100,8.81,overcast clouds
205,Nelson Bay,AU,-32.7167,152.15,71.76,67,76,4,broken clouds
206,Dawei,MM,14.0833,98.2,87.28,62,97,6.17,overcast clouds
207,Flin Flon,CA,54.7682,-101.865,37.9,71,98,10.22,overcast clouds
208,Stolin,BY,51.8912,26.846,35.47,94,20,10.56,few clouds
209,Praia,CV,14.9215,-23.5087,75.74,83,20,12.66,few clouds
210,Kulu,TR,39.0951,33.0799,52.3,32,34,2.08,scattered clouds
211,Matara,LK,5.9485,80.5353,86.38,61,59,13.04,broken clouds
212,Kostomuksha,RU,64.571,30.5767,17.96,93,30,4.68,scattered clouds
213,Wasilla,US,61.5814,-149.4394,44.94,66,1,5.01,clear sky
214,Torbay,CA,47.6666,-52.7314,59.77,95,90,11.5,light intensity shower rain
215,Merauke,ID,-8.4667,140.3333,85.44,68,83,16.8,broken clouds
216,Bambous Virieux,MU,-20.3428,57.7575,79.21,73,40,8.05,scattered clouds
217,Tuatapere,NZ,-46.1333,167.6833,53.85,97,100,1.81,overcast clouds
218,Tambovka,RU,50.0969,128.0489,57.31,40,4,6.91,clear sky
219,Dingle,PH,10.9995,122.6711,85.6,73,76,5.28,broken clouds
220,Shanghai,CN,31.2222,121.4581,71.46,47,0,11.18,clear sky
221,Batemans Bay,AU,-35.7167,150.1833,72.99,40,18,9.91,few clouds
222,Igboho,NG,8.8333,3.75,69.39,94,96,3.6,overcast clouds
223,Falmouth,GB,50.1544,-5.0711,54.79,92,97,19.57,overcast clouds
224,Lodeynoye Pole,RU,60.726,33.5531,29.7,93,76,6.55,broken clouds
225,Buraydah,SA,26.326,43.975,76.51,20,0,6.15,clear sky
226,Portland,US,45.5234,-122.6762,54.36,95,75,1.01,broken clouds
227,Zhigansk,RU,66.7697,123.3711,23.86,91,93,9.51,overcast clouds
228,Kamina,CD,-8.7386,24.9906,70.77,76,100,3.87,overcast clouds
229,Namibe,AO,-15.1961,12.1522,64.02,74,62,4.72,broken clouds
230,Arraial Do Cabo,BR,-22.9661,-42.0278,71.11,91,34,28.79,scattered clouds
231,Bobcaygeon,CA,44.5462,-78.542,40.62,82,64,1.54,broken clouds
232,Morondava,MG,-20.2833,44.2833,77.95,51,0,7.25,clear sky
233,Flinders,AU,-34.5833,150.8552,70.21,55,23,9.33,few clouds
234,Khatanga,RU,71.9667,102.5,5.97,91,94,16.62,overcast clouds
235,Mantes-La-Ville,FR,48.9737,1.7025,43.29,85,2,5.59,clear sky
236,Souillac,MU,-20.5167,57.5167,79.36,73,40,8.05,scattered clouds
237,Kisesa,TZ,-3.0833,34.15,74.86,45,94,11.72,overcast clouds
238,Codrington,AU,-38.2667,141.9667,53.51,62,92,14.79,overcast clouds
239,Plouzane,FR,48.3833,-4.6167,55.49,85,75,12.66,broken clouds
240,Ahipara,NZ,-35.1667,173.1667,63.25,82,16,6.11,few clouds
241,Luanda,AO,-8.8368,13.2343,74.48,80,100,4.97,overcast clouds
242,Antigonish,CA,45.6169,-61.9986,61.95,98,100,1.99,very heavy rain
243,Inta,RU,66.0317,60.1659,21.65,95,49,13.47,scattered clouds
244,Jiaozuo,CN,35.2397,113.2331,65.41,40,17,9.06,few clouds
245,Izhma,RU,65.0083,53.9113,23.7,94,59,3.33,broken clouds
246,Susanville,US,40.4163,-120.653,43.83,86,100,3,overcast clouds
247,Baculin,PH,7.4525,126.5842,86,70,100,2.95,moderate rain
248,Norman Wells,CA,65.282,-126.8329,27.1,93,2,1.48,clear sky
249,Tezu,IN,27.9167,96.1667,84.11,51,3,3.6,clear sky
250,Mana,GF,5.6592,-53.7767,77.59,89,91,9.73,overcast clouds
251,North Bend,US,43.4065,-124.2243,54.07,99,90,5.75,overcast clouds
252,Lima,PE,-12.0432,-77.0282,60.91,83,37,6.91,scattered clouds
253,Katsuura,JP,35.1333,140.3,64.51,52,36,6.08,scattered clouds
254,Leningradskiy,RU,69.3833,178.4167,10.26,94,100,8.37,overcast clouds
255,Lira,UG,2.235,32.9097,69.57,76,7,3.2,clear sky
256,Cabo San Lucas,MX,22.8909,-109.9124,78.51,74,4,10.98,clear sky
257,Astoria,US,46.1879,-123.8313,54.01,93,75,1.01,broken clouds
258,Dudinka,RU,69.4058,86.1778,24.73,93,100,9.44,overcast clouds
259,Dunedin,NZ,-45.8742,170.5036,56.8,82,79,1.99,broken clouds
260,Ejido,VE,8.5514,-71.2375,66.38,91,100,4.63,overcast clouds
261,Necochea,AR,-38.5473,-58.7368,37.04,73,0,8.61,clear sky
262,Victoria,HK,22.2855,114.1577,76.96,65,9,7,clear sky
263,Yairipok,IN,24.6667,94.0667,78.8,57,8,1.32,clear sky
264,Chuy,UY,-33.6971,-53.4616,52.27,95,31,7.38,scattered clouds
265,Atambua,ID,-9.1061,124.8925,87.46,55,30,5.3,scattered clouds
266,Shingu,JP,33.7333,135.9833,65.39,48,59,5.7,broken clouds
267,Sisimiut,GL,66.9395,-53.6735,21.2,84,100,7.25,overcast clouds
268,Odweyne,SO,9.4092,45.064,76.44,29,2,12.3,clear sky
269,Geraldton,AU,-28.7667,114.6,81.01,44,0,13.8,clear sky
270,Batticaloa,LK,7.7102,81.6924,84.56,65,68,2.06,broken clouds
271,Mezen,RU,65.8522,44.24,29.66,91,100,7.92,light snow
272,Kampot,KH,10.6167,104.1833,87.85,76,84,11.63,broken clouds
273,Natal,BR,-5.795,-35.2094,81.25,78,40,13.8,scattered clouds
274,Santa Fe,AR,-31.6333,-60.7,60.01,69,0,1.99,clear sky
275,Serowe,BW,-22.3833,26.7167,71.62,20,28,6.46,scattered clouds
276,Humaita,BR,-7.5061,-63.0208,77.76,74,51,3.04,broken clouds
277,Salalah,OM,17.0151,54.0924,80.69,65,0,2.3,clear sky
278,Ranong,TH,9.9658,98.6348,85.24,68,97,5.59,overcast clouds
279,Fortuna,US,40.5982,-124.1573,59.67,86,75,3,broken clouds
280,Sao Filipe,CV,14.8961,-24.4956,78.33,67,13,11.01,few clouds
281,Grand Gaube,MU,-20.0064,57.6608,79.38,68,79,10,broken clouds
282,Umm Kaddadah,SD,13.6017,26.6876,79.72,23,64,20.62,broken clouds
283,Hofn,IS,64.2539,-15.2082,44.38,72,100,7.23,overcast clouds
284,Touros,BR,-5.1989,-35.4608,81.5,76,67,12.64,broken clouds
285,Omboue,GA,-1.5746,9.2618,74.59,92,99,2.53,overcast clouds
286,Faanui,PF,-16.4833,-151.75,76.57,85,89,13.89,moderate rain
287,Elizabeth City,US,36.2946,-76.2511,62.62,92,1,0,clear sky
288,Kavieng,PG,-2.5744,150.7967,84.63,72,37,11.36,light rain
289,Lata,PT,40.1629,-8.3327,55.81,67,0,2.44,clear sky
290,Leh,IN,34.1667,77.5833,34.11,73,100,3.58,overcast clouds
291,Marathon,US,44.9,-89.7668,36.19,86,1,0,clear sky
292,Kibaya,TZ,-5.3,36.5667,66.96,50,70,6.85,broken clouds
293,Ostrovnoy,RU,68.0531,39.5131,24.71,90,59,17.81,broken clouds
294,Dhidhdhoo,MV,6.8833,73.1,81,79,100,9.48,overcast clouds
295,Olinda,BR,-8.0089,-34.8553,82.13,69,40,8.05,scattered clouds
296,Galeana,MX,24.8333,-100.0667,59.41,79,34,2.93,scattered clouds
297,Paita,PE,-5.0892,-81.1144,64.96,83,97,11.25,overcast clouds
298,Aykhal,RU,66,111.5,25.36,92,100,17.83,overcast clouds
299,Narasannapeta,IN,18.4167,84.05,82.85,58,63,4.47,broken clouds
300,Dharchula,IN,29.85,80.5333,70.81,59,0,5.61,clear sky
301,Shelburne,CA,44.0787,-80.2041,41.56,89,57,5.5,broken clouds
302,Pontianak,ID,-0.0333,109.3333,89.58,62,40,5.75,scattered clouds
303,Baishishan,CN,43.5833,127.5667,53.1,44,0,7.16,clear sky
304,Ndjole,GA,-0.1783,10.7649,73.44,99,99,0.27,overcast clouds
305,Deputatskiy,RU,69.3,139.9,-0.35,97,100,2.8,overcast clouds
306,Caravelas,BR,-17.7125,-39.2481,72.7,96,72,2.24,broken clouds
307,Bulungu,CD,-4.55,18.6,70.7,98,88,2.73,overcast clouds
308,Yazman,PK,29.1212,71.7446,76.91,56,0,15.32,clear sky
309,Talara,PE,-4.5772,-81.2719,65.98,83,95,14.99,overcast clouds
310,Celarevo,RS,45.2694,19.5253,46.22,72,3,3.62,clear sky
311,Fairbanks,US,64.8378,-147.7164,33.93,86,1,0,clear sky
312,Makkaveyevo,RU,51.7533,113.9454,47.12,38,13,7.58,few clouds
313,Cidreira,BR,-30.1811,-50.2056,63.09,94,99,14.12,overcast clouds
314,Takoradi,GH,4.8845,-1.7554,76.46,88,89,1.77,overcast clouds
315,Palu,ID,-0.8917,119.8707,85.59,76,78,3.89,broken clouds
316,Bennington,US,42.8781,-73.1968,45.28,90,75,0,broken clouds
317,Cap-Aux-Meules,CA,47.3821,-61.8597,55.94,98,100,6.29,overcast clouds
318,Makakilo City,US,21.3469,-158.0858,77.32,62,1,9.22,clear sky
319,Rawson,AR,-43.3002,-65.1023,53.65,36,2,18.03,clear sky
320,Nishihara,JP,26.1842,127.7558,80.26,61,75,11.5,broken clouds
321,Tavares,US,28.8042,-81.7256,75.99,86,1,4.61,clear sky
322,Gat,IL,31.61,34.7642,68.4,100,1,2.71,clear sky
323,Linhares,BR,-19.3911,-40.0722,69.22,97,21,3.06,few clouds
324,Sinnamary,GF,5.3833,-52.95,78.3,86,87,10.04,overcast clouds
325,Saint-Augustin,CA,51.226,-58.6502,40.98,93,100,10.94,overcast clouds
326,Altay,CN,47.8667,88.1167,35.62,52,40,2.66,scattered clouds
327,Port Hardy,CA,50.6996,-127.4199,45.66,88,33,9.06,scattered clouds
328,Maneciu,RO,45.3167,25.9833,45.86,81,73,5.55,broken clouds
329,Sterling,US,39.0062,-77.4286,55.98,89,90,3.44,overcast clouds
330,Kenai,US,60.5544,-151.2583,44.1,77,1,13.8,clear sky
331,Ust-Maya,RU,60.4167,134.5333,31.5,97,100,8.1,snow
332,Guerrero Negro,MX,27.9769,-114.0611,65.97,77,19,20.31,few clouds
333,Vanavara,RU,60.34,102.2797,34.54,95,100,13.09,light rain
334,Rio Grande,BR,-32.035,-52.0986,56.95,91,82,13.35,broken clouds
335,Asind,IN,25.7333,74.3333,78.12,55,4,8.28,clear sky
336,Yenotayevka,RU,47.2456,47.0281,54.99,69,100,6.15,overcast clouds
337,Port Moresby,PG,-9.4431,147.1797,84.34,68,72,8.34,broken clouds
338,High Prairie,CA,55.4334,-116.4858,36.95,98,100,2.89,overcast clouds
339,Binabalian,PH,16.4202,119.9279,82.99,72,100,8.57,overcast clouds
340,Ko Samui,TH,9.5357,99.9357,83.68,71,97,10.38,overcast clouds
341,Junction City,US,39.0286,-96.8314,66.61,90,75,8.01,broken clouds
342,Bonavista,CA,48.6499,-53.1147,58.12,100,100,10.33,moderate rain
343,Moose Factory,CA,51.2585,-80.6094,31.98,100,90,4.61,overcast clouds
344,Wolkersdorf,AT,48.3833,16.5167,43.11,73,1,1.41,clear sky
345,Kang,BW,-23.6752,22.7876,59.2,49,9,12.01,clear sky
346,Vung Tau,VN,10.346,107.0843,84.92,69,92,0.78,overcast clouds
347,Bloemendaal,NL,52.4,4.6167,45.95,90,0,9.22,clear sky
348,Bara,NG,10.3744,10.7288,73.24,88,82,4.5,broken clouds
349,Araouane,ML,18.9048,-3.5265,80.98,24,22,8.84,few clouds
350,Hambantota,LK,6.1241,81.1185,86.83,61,63,15.3,broken clouds
351,Negotin,RS,44.2264,22.5308,43.54,67,3,8.08,clear sky
352,Meadow Lake,US,34.8014,-106.5436,62.29,25,95,7.72,overcast clouds
